,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Attrition_Flag_predict,Attrition_Flag_original
2387,33,M,2,College,Single,$80K - $120K,Blue,23,3,4,3,7081.0,1874,5207.0,0.699,2249,47,1.35,0.265,0.00035543,0.99964,Existing Customer,Existing Customer
2388,36,M,2,Graduate,Married,$40K - $60K,Blue,28,5,1,3,6824.0,1873,4951.0,0.563,1933,48,0.655,0.274,9.2637e-05,0.99991,Existing Customer,Existing Customer
2389,47,F,3,Doctorate,Married,Less than $40K,Blue,36,4,3,4,1438.3,772,666.3,1.451,2250,40,0.905,0.537,0.00077466,0.99923,Existing Customer,Existing Customer
2390,41,M,2,Graduate,Married,Less than $40K,Blue,29,3,2,2,2683.0,1738,945.0,0.745,2274,52,0.733,0.648,0.00011382,0.99989,Existing Customer,Existing Customer
2391,46,M,4,Graduate,Single,$60K - $80K,Blue,40,5,2,1,12280.0,985,11295.0,0.841,4263,70,1.0,0.08,7.1987e-05,0.99993,Existing Customer,Existing Customer
2392,58,M,4,Graduate,Married,$60K - $80K,Blue,36,3,2,2,14607.0,1480,13127.0,0.346,1393,38,0.462,0.101,0.00011937,0.99988,Existing Customer,Existing Customer
2393,53,F,1,Doctorate,Single,Less than $40K,Blue,48,4,3,3,2267.0,1469,798.0,0.716,3709,64,0.684,0.648,0.00041087,0.99959,Existing Customer,Existing Customer
2394,54,F,3,Unknown,Married,Less than $40K,Blue,36,6,2,4,2556.0,2260,296.0,0.487,1401,30,0.579,0.884,0.00037246,0.99963,Existing Customer,Existing Customer
2395,39,F,1,Uneducated,Divorced,Unknown,Blue,34,4,1,2,12512.0,666,11846.0,0.914,2995,60,0.875,0.053,5.3155e-05,0.99995,Existing Customer,Existing Customer
2396,49,M,2,Graduate,Married,$80K - $120K,Blue,39,3,2,2,11332.0,946,10386.0,0.857,3806,65,0.667,0.083,0.00011382,0.99989,Existing Customer,Existing Customer
2397,35,F,3,High School,Married,Less than $40K,Blue,23,3,3,4,3073.0,526,2547.0,0.702,1944,55,0.618,0.171,0.00052052,0.99948,Existing Customer,Existing Customer
2398,47,M,3,College,Married,$120K +,Silver,27,6,3,3,34516.0,2315,32201.0,0.599,1805,46,0.704,0.067,0.00027576,0.99972,Existing Customer,Existing Customer
2399,38,M,3,Graduate,Married,$60K - $80K,Blue,34,6,3,3,5323.0,2301,3022.0,0.68,1783,33,0.65,0.432,0.0003139,0.99969,Existing Customer,Existing Customer
2400,56,M,1,Graduate,Married,$80K - $120K,Blue,44,3,1,0,9078.0,1501,7577.0,0.51,1543,34,0.545,0.165,1.9069e-05,0.99998,Existing Customer,Existing Customer
2401,56,M,2,High School,Married,$120K +,Blue,46,4,1,3,27029.0,1347,25682.0,0.381,1302,27,0.421,0.05,9.0056e-05,0.99991,Existing Customer,Existing Customer
2402,38,M,3,High School,Single,$60K - $80K,Blue,25,5,1,4,9859.0,1305,8554.0,0.722,4345,72,0.674,0.132,0.00015942,0.99984,Existing Customer,Existing Customer
2403,46,M,3,College,Single,$80K - $120K,Blue,39,1,4,3,4026.0,243,3783.0,0.738,1102,27,0.8,0.06,0.9973,0.00270308,Existing Customer,Attrited Customer
2404,37,M,1,High School,Single,$40K - $60K,Blue,25,3,2,3,2608.0,1799,809.0,0.732,2565,72,0.636,0.69,0.00017468,0.99983,Existing Customer,Existing Customer
2405,63,F,0,Unknown,Married,Less than $40K,Blue,36,4,1,4,3552.0,2517,1035.0,0.465,1342,26,1.0,0.709,0.00014907,0.99985,Existing Customer,Existing Customer
2406,65,F,1,Graduate,Single,Less than $40K,Blue,56,6,2,2,4613.0,1619,2994.0,0.697,2328,62,0.722,0.351,0.00010684,0.99989,Existing Customer,Existing Customer
2407,38,M,4,College,Married,$80K - $120K,Blue,27,5,2,4,10386.0,1909,8477.0,1.43,2119,52,1.08,0.184,0.00033297,0.99967,Existing Customer,Existing Customer
2408,45,F,4,Doctorate,Unknown,Unknown,Silver,39,4,1,2,34516.0,1298,33218.0,0.757,1906,39,0.773,0.038,7.5527e-05,0.99992,Existing Customer,Existing Customer
2409,26,M,0,College,Single,$40K - $60K,Blue,36,5,2,3,2657.0,1611,1046.0,0.599,2349,41,0.464,0.606,0.00015971,0.99984,Existing Customer,Existing Customer
2410,58,F,2,Graduate,Married,Less than $40K,Blue,44,4,2,3,5031.0,1327,3704.0,0.553,1433,34,0.889,0.264,0.00019143,0.99981,Existing Customer,Existing Customer
2411,48,M,3,Uneducated,Married,$120K +,Blue,36,5,2,4,34516.0,787,33729.0,0.763,1312,32,0.6,0.023,0.99714,0.00286097,Existing Customer,Attrited Customer
2412,26,F,0,Unknown,Single,$40K - $60K,Blue,16,6,2,4,1612.0,835,777.0,0.588,2148,40,0.379,0.518,0.00030803,0.99969,Existing Customer,Existing Customer
2413,48,F,3,Graduate,Single,Less than $40K,Blue,43,6,2,2,2423.0,1773,650.0,0.574,2038,64,0.362,0.732,0.00011811,0.99988,Existing Customer,Existing Customer
2414,33,M,3,Graduate,Married,$80K - $120K,Blue,36,6,3,5,7140.0,0,7140.0,0.401,916,18,0.2,0.0,0.99892,0.0010775,Existing Customer,Attrited Customer
2415,62,F,0,Doctorate,Married,$40K - $60K,Blue,51,3,3,2,3377.0,948,2429.0,0.461,1407,44,0.467,0.281,0.00022336,0.99978,Existing Customer,Existing Customer
2416,55,M,3,Uneducated,Divorced,$80K - $120K,Blue,41,1,3,4,34516.0,2408,32108.0,0.796,1187,40,0.6,0.07,0.99819,0.00181217,Existing Customer,Attrited Customer
2417,40,F,2,Graduate,Single,Less than $40K,Blue,29,4,3,2,2295.0,0,2295.0,0.699,3292,62,0.824,0.0,0.00017987,0.99982,Existing Customer,Existing Customer
2418,46,M,2,High School,Single,$40K - $60K,Blue,41,3,3,2,3150.0,1543,1607.0,0.998,3432,71,0.972,0.49,0.00017486,0.99983,Existing Customer,Existing Customer
2419,58,M,1,High School,Married,$40K - $60K,Blue,36,3,2,5,2165.0,1135,1030.0,0.707,1541,33,0.833,0.524,0.00051556,0.99948,Existing Customer,Existing Customer
2420,47,M,2,Graduate,Unknown,$60K - $80K,Blue,34,3,2,4,4249.0,1562,2687.0,0.773,1881,49,0.815,0.368,0.00032656,0.99967,Existing Customer,Existing Customer
2421,50,M,2,Unknown,Divorced,$60K - $80K,Blue,41,6,1,3,2966.0,1433,1533.0,0.49,1986,50,0.613,0.483,0.00010183,0.9999,Existing Customer,Existing Customer
2422,53,M,1,Graduate,Married,$120K +,Blue,41,6,3,2,1612.0,744,868.0,0.636,1564,33,0.5,0.462,0.00016883,0.99983,Existing Customer,Existing Customer
2423,45,M,3,Graduate,Married,$60K - $80K,Blue,36,3,1,3,14593.0,1504,13089.0,0.668,3447,72,0.895,0.103,9.6126e-05,0.9999,Existing Customer,Existing Customer
2424,48,M,4,Uneducated,Single,$40K - $60K,Blue,38,6,3,2,8327.0,1551,6776.0,0.463,4428,82,0.822,0.186,0.00019396,0.99981,Existing Customer,Existing Customer
2425,43,M,3,Post-Graduate,Married,$60K - $80K,Gold,37,6,1,2,34516.0,1580,32936.0,0.707,4149,86,0.755,0.046,7.7478e-05,0.99992,Existing Customer,Existing Customer
2426,60,M,0,Uneducated,Married,$60K - $80K,Blue,55,6,1,2,6479.0,1393,5086.0,0.468,1618,47,0.958,0.215,4.8595e-05,0.99995,Existing Customer,Existing Customer
2427,56,M,2,High School,Married,$120K +,Blue,41,4,1,3,18442.0,1470,16972.0,0.491,1281,36,0.8,0.08,9.0056e-05,0.99991,Existing Customer,Existing Customer
2428,43,F,3,College,Married,$40K - $60K,Blue,31,5,3,2,2800.0,2517,283.0,0.816,1994,41,0.64,0.899,0.00018146,0.99982,Existing Customer,Existing Customer
2429,57,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,3032.0,2215,817.0,0.408,1387,30,0.579,0.731,0.00019311,0.99981,Existing Customer,Existing Customer
2430,52,F,1,Uneducated,Married,$40K - $60K,Blue,47,6,3,3,2151.0,1338,813.0,0.926,3446,58,1.0,0.622,0.00029196,0.99971,Existing Customer,Existing Customer
2431,56,F,1,Unknown,Married,Unknown,Blue,36,6,3,2,24073.0,1084,22989.0,0.847,1341,37,1.176,0.045,0.00018558,0.99981,Existing Customer,Existing Customer
2432,43,M,1,Graduate,Married,$80K - $120K,Blue,37,4,2,3,25517.0,321,25196.0,0.769,2508,44,0.294,0.013,0.99447,0.00553,Existing Customer,Attrited Customer
2433,38,M,3,Graduate,Married,$60K - $80K,Blue,32,3,1,2,7709.0,2227,5482.0,1.295,2520,61,0.848,0.289,5.7151e-05,0.99994,Existing Customer,Existing Customer
2434,53,M,2,College,Married,$40K - $60K,Blue,33,3,3,1,4065.0,2180,1885.0,0.321,1271,36,0.2,0.536,0.00010546,0.99989,Existing Customer,Existing Customer
2435,52,F,1,Graduate,Divorced,Unknown,Blue,35,3,2,4,13169.0,1499,11670.0,0.603,4370,83,0.537,0.114,0.00030653,0.99969,Existing Customer,Existing Customer
2436,58,M,2,College,Married,$80K - $120K,Blue,44,3,2,2,11811.0,2508,9303.0,0.476,1469,29,0.812,0.212,0.00011066,0.99989,Existing Customer,Existing Customer
2437,34,F,3,College,Single,Less than $40K,Blue,36,3,6,1,7440.0,704,6736.0,0.551,2251,63,0.537,0.095,8.6389e-05,0.99991,Existing Customer,Existing Customer
2438,36,M,1,High School,Single,$40K - $60K,Blue,20,5,1,2,12714.0,976,11738.0,0.649,2240,53,0.395,0.077,5.0256e-05,0.99995,Existing Customer,Existing Customer
2439,55,F,0,Graduate,Single,$40K - $60K,Blue,35,5,1,3,3735.0,1978,1757.0,0.675,1749,41,0.577,0.53,7.9494e-05,0.99992,Existing Customer,Existing Customer
2440,54,M,1,Uneducated,Married,$80K - $120K,Blue,43,3,1,4,25882.0,1699,24183.0,0.428,1736,48,0.371,0.066,0.00015252,0.99985,Existing Customer,Existing Customer
2441,36,M,2,College,Married,$40K - $60K,Blue,36,4,3,1,3877.0,1495,2382.0,0.783,1942,42,0.75,0.386,0.00010546,0.99989,Existing Customer,Existing Customer
2442,35,F,2,Graduate,Single,Unknown,Blue,27,4,3,0,3280.0,1806,1474.0,0.963,2534,78,0.95,0.551,6.6354e-05,0.99993,Existing Customer,Existing Customer
2443,53,M,2,Graduate,Married,$120K +,Blue,36,5,1,3,11023.0,0,11023.0,0.539,1656,41,0.367,0.0,9.2637e-05,0.99991,Existing Customer,Existing Customer
2444,48,F,3,Graduate,Unknown,Less than $40K,Blue,36,4,2,2,6182.0,1131,5051.0,0.566,3546,63,0.615,0.183,0.00011811,0.99988,Existing Customer,Existing Customer
2445,37,M,3,Uneducated,Single,$40K - $60K,Blue,19,3,3,4,2186.0,1185,1001.0,0.998,2614,67,0.861,0.542,0.00055052,0.99945,Existing Customer,Existing Customer
2446,45,M,3,Uneducated,Single,$80K - $120K,Blue,39,3,1,0,17996.0,864,17132.0,0.597,1589,30,0.667,0.048,2.1676e-05,0.99998,Existing Customer,Existing Customer
2447,54,F,1,High School,Married,Less than $40K,Blue,43,6,2,3,2306.0,2200,106.0,0.697,2097,57,0.541,0.954,0.00017468,0.99983,Existing Customer,Existing Customer
2448,38,M,2,High School,Single,$60K - $80K,Silver,30,4,3,4,26556.0,1583,24973.0,0.694,3168,73,0.738,0.06,0.00045327,0.99955,Existing Customer,Existing Customer
2449,35,F,2,College,Married,Less than $40K,Blue,18,3,3,2,5779.0,2517,3262.0,1.201,2102,32,1.133,0.436,0.00017488,0.99983,Existing Customer,Existing Customer
2450,36,F,1,Uneducated,Single,Less than $40K,Blue,30,6,1,2,5494.0,2078,3416.0,0.79,2661,58,0.871,0.378,5.3155e-05,0.99995,Existing Customer,Existing Customer
2451,33,M,1,Post-Graduate,Married,$120K +,Blue,14,6,1,0,7571.0,2264,5307.0,0.696,2273,49,0.485,0.299,2.2438e-05,0.99998,Existing Customer,Existing Customer
2452,28,M,1,High School,Single,Less than $40K,Blue,14,4,3,1,2897.0,1398,1499.0,0.907,2698,73,0.872,0.483,9.8983e-05,0.9999,Existing Customer,Existing Customer
2453,36,F,2,Uneducated,Single,$40K - $60K,Blue,26,3,2,4,3131.0,2379,752.0,0.748,2315,63,0.853,0.76,0.00033577,0.99966,Existing Customer,Existing Customer
2454,34,F,3,College,Divorced,Less than $40K,Blue,27,3,3,2,4274.0,2517,1757.0,0.666,2257,54,0.8,0.589,0.00018146,0.99982,Existing Customer,Existing Customer
2455,55,M,0,Doctorate,Married,$60K - $80K,Blue,36,4,6,4,4980.0,906,4074.0,0.721,2273,66,0.886,0.182,0.00050583,0.99949,Existing Customer,Existing Customer
2456,61,F,0,Post-Graduate,Married,Less than $40K,Blue,48,3,3,3,3156.0,2155,1001.0,0.438,1376,44,0.571,0.683,0.00030545,0.99969,Existing Customer,Existing Customer
2457,44,F,2,Graduate,Married,Less than $40K,Blue,39,5,1,0,6861.0,2101,4760.0,0.464,3974,63,0.909,0.306,2.0316e-05,0.99998,Existing Customer,Existing Customer
2458,54,M,1,Graduate,Married,$80K - $120K,Blue,46,3,3,2,15554.0,2497,13057.0,1.027,2836,61,0.605,0.161,0.00016883,0.99983,Existing Customer,Existing Customer
2459,39,M,2,High School,Married,$80K - $120K,Blue,28,3,2,4,26570.0,1915,24655.0,1.454,2118,33,1.062,0.072,0.00031746,0.99968,Existing Customer,Existing Customer
2460,51,M,1,Unknown,Married,$60K - $80K,Blue,36,3,2,4,22224.0,979,21245.0,1.255,3346,69,1.156,0.044,0.00033692,0.99966,Existing Customer,Existing Customer
2461,47,M,2,Unknown,Single,$80K - $120K,Blue,41,6,2,4,10606.0,1713,8893.0,0.899,2694,61,0.906,0.162,0.00035894,0.99964,Existing Customer,Existing Customer
2462,37,F,1,High School,Married,$40K - $60K,Blue,25,4,3,4,5865.0,2517,3348.0,1.348,2623,47,1.35,0.429,0.00047086,0.99953,Existing Customer,Existing Customer
2463,47,F,3,Graduate,Unknown,$40K - $60K,Blue,36,5,2,3,5369.0,1854,3515.0,0.959,1898,50,0.786,0.345,0.00019864,0.9998,Existing Customer,Existing Customer
2464,56,M,3,Uneducated,Married,$120K +,Blue,43,5,1,5,5188.0,753,4435.0,0.591,1540,30,0.429,0.145,0.00029175,0.99971,Existing Customer,Existing Customer
2465,53,M,1,Graduate,Single,$80K - $120K,Blue,36,4,2,4,17742.0,1463,16279.0,0.803,3369,55,0.774,0.082,0.00030653,0.99969,Existing Customer,Existing Customer
2466,62,M,0,Graduate,Married,$40K - $60K,Blue,48,5,1,5,2591.0,0,2591.0,0.601,2123,56,0.697,0.0,0.00023467,0.99977,Existing Customer,Existing Customer
2467,58,F,3,Graduate,Married,Less than $40K,Blue,48,6,2,3,2800.0,1834,966.0,0.615,1571,36,0.636,0.655,0.00019864,0.9998,Existing Customer,Existing Customer
2468,57,M,1,High School,Married,$80K - $120K,Blue,36,3,2,2,6543.0,2260,4283.0,0.448,1519,31,0.632,0.345,0.00010386,0.9999,Existing Customer,Existing Customer
2469,54,F,1,Doctorate,Single,Unknown,Blue,36,6,3,4,26053.0,829,25224.0,0.669,2768,70,0.628,0.032,0.00070078,0.9993,Existing Customer,Existing Customer
2470,33,F,3,College,Single,$40K - $60K,Blue,26,6,3,5,6316.0,1344,4972.0,0.823,2401,71,0.732,0.213,0.00090051,0.9991,Existing Customer,Existing Customer
2471,54,F,1,Graduate,Married,Less than $40K,Blue,41,3,2,4,4658.0,588,4070.0,0.856,1351,30,1.5,0.126,0.00030653,0.99969,Existing Customer,Existing Customer
2472,30,M,0,Graduate,Divorced,$60K - $80K,Blue,22,3,3,3,6476.0,0,6476.0,0.551,2723,66,0.65,0.0,0.0002596,0.99974,Existing Customer,Existing Customer
2473,36,F,2,High School,Single,Less than $40K,Blue,36,6,2,5,8087.0,1263,6824.0,0.615,2429,69,0.643,0.156,0.00054925,0.99945,Existing Customer,Existing Customer
2474,60,M,2,Graduate,Married,$60K - $80K,Blue,50,3,1,2,9033.0,845,8188.0,0.663,1661,35,0.4,0.094,5.5077e-05,0.99994,Existing Customer,Existing Customer
2475,46,F,4,High School,Single,Less than $40K,Blue,28,6,3,4,3206.0,0,3206.0,1.065,3253,72,0.532,0.0,0.00052608,0.99947,Existing Customer,Existing Customer
2476,55,M,1,Graduate,Married,$80K - $120K,Blue,49,4,3,3,28751.0,2158,26593.0,0.536,1502,34,0.789,0.075,0.00028395,0.99972,Existing Customer,Existing Customer
2477,55,M,1,High School,Married,$80K - $120K,Blue,47,3,3,3,2938.0,1995,943.0,0.514,1352,30,0.429,0.679,0.00027604,0.99972,Existing Customer,Existing Customer
2478,31,M,0,Uneducated,Single,Less than $40K,Blue,25,5,2,2,5715.0,1741,3974.0,0.816,2324,67,1.03,0.305,0.00010043,0.9999,Existing Customer,Existing Customer
2479,55,F,3,Uneducated,Divorced,Less than $40K,Blue,36,3,2,1,2111.0,1209,902.0,0.594,2803,61,0.605,0.573,7.3235e-05,0.99993,Existing Customer,Existing Customer
2480,36,M,2,Post-Graduate,Single,$40K - $60K,Blue,31,3,2,5,11862.0,2282,9580.0,0.837,2576,74,0.85,0.192,0.00066474,0.99934,Existing Customer,Existing Customer
2481,34,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,2,2791.0,2160,631.0,0.825,2214,56,0.6,0.774,0.00019771,0.9998,Existing Customer,Existing Customer
2482,33,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,4,6551.0,1440,5111.0,0.629,2429,77,0.453,0.22,0.00030653,0.99969,Existing Customer,Existing Customer
2483,30,M,2,Post-Graduate,Single,$40K - $60K,Blue,16,5,3,5,4533.0,1977,2556.0,0.664,2679,69,0.605,0.436,0.0010502,0.99895,Existing Customer,Existing Customer
2484,54,F,2,Graduate,Married,$40K - $60K,Blue,36,5,3,0,1854.0,1528,326.0,0.444,1307,39,0.393,0.824,6.6354e-05,0.99993,Existing Customer,Existing Customer
2485,53,M,2,Uneducated,Married,$80K - $120K,Blue,43,6,1,3,6704.0,1354,5350.0,0.411,1331,30,0.364,0.202,9.5249e-05,0.9999,Existing Customer,Existing Customer
2486,59,M,0,Graduate,Single,$80K - $120K,Silver,36,5,3,3,34516.0,1494,33022.0,1.229,3259,65,0.585,0.043,0.00023457,0.99977,Existing Customer,Existing Customer
2487,41,M,2,College,Single,$120K +,Blue,32,6,3,2,5489.0,1513,3976.0,0.87,4085,65,0.548,0.276,0.00017488,0.99983,Existing Customer,Existing Customer
2488,45,M,3,Uneducated,Married,$40K - $60K,Blue,36,3,1,1,10619.0,607,10012.0,0.883,4074,65,0.477,0.057,3.5437e-05,0.99996,Existing Customer,Existing Customer
2489,50,F,2,Graduate,Married,Less than $40K,Blue,40,5,3,3,2481.0,1287,1194.0,0.465,1825,51,0.821,0.519,0.00030251,0.9997,Existing Customer,Existing Customer
2490,57,M,2,Uneducated,Married,$60K - $80K,Blue,47,4,4,1,5100.0,1970,3130.0,0.371,1032,26,0.368,0.386,0.00013479,0.99987,Existing Customer,Existing Customer
2491,63,M,0,Doctorate,Single,$40K - $60K,Blue,49,5,4,3,5905.0,726,5179.0,0.85,3982,65,0.857,0.123,0.00045394,0.99955,Existing Customer,Existing Customer
2492,35,F,3,Unknown,Single,Unknown,Blue,30,3,3,2,9293.0,0,9293.0,0.897,2314,59,1.034,0.0,0.00020516,0.99979,Existing Customer,Existing Customer
2493,35,M,3,Graduate,Married,$60K - $80K,Blue,25,5,3,3,5240.0,1451,3789.0,1.198,2172,38,0.81,0.277,0.0003139,0.99969,Existing Customer,Existing Customer
2494,53,M,3,High School,Married,$120K +,Blue,40,6,2,5,4182.0,741,3441.0,0.885,1297,24,1.182,0.177,0.00056993,0.99943,Existing Customer,Existing Customer
2495,33,F,4,College,Divorced,Less than $40K,Blue,24,6,2,2,9857.0,0,9857.0,0.699,3448,103,0.635,0.0,0.00011605,0.99988,Existing Customer,Existing Customer
2496,38,M,2,Uneducated,Married,$80K - $120K,Blue,33,3,1,4,20117.0,1226,18891.0,1.4,2906,58,1.0,0.061,0.00016249,0.99984,Existing Customer,Existing Customer
2497,31,M,0,High School,Divorced,Less than $40K,Blue,22,3,2,3,6012.0,0,6012.0,0.968,2801,72,0.674,0.0,0.0001597,0.99984,Existing Customer,Existing Customer
2498,37,M,2,Graduate,Married,$60K - $80K,Blue,27,4,2,4,6369.0,0,6369.0,1.454,2675,47,1.136,0.0,0.00032656,0.99967,Existing Customer,Existing Customer
2499,36,M,1,Uneducated,Single,$80K - $120K,Blue,30,4,2,5,13005.0,2152,10853.0,1.424,3023,53,0.767,0.165,0.00054528,0.99945,Existing Customer,Existing Customer
2500,39,F,3,Graduate,Married,Unknown,Blue,36,3,2,3,1575.0,592,983.0,0.236,644,15,0.154,0.376,0.99499,0.00501,Existing Customer,Attrited Customer
2501,58,F,0,Post-Graduate,Married,Less than $40K,Blue,39,5,3,3,6679.0,1207,5472.0,0.538,1649,29,0.381,0.181,0.00030545,0.99969,Existing Customer,Existing Customer
2502,39,F,1,Graduate,Married,Less than $40K,Blue,34,6,3,5,6458.0,1802,4656.0,0.923,2315,49,0.581,0.279,0.00083788,0.99916,Existing Customer,Existing Customer
2503,61,M,0,Unknown,Single,$60K - $80K,Blue,48,3,2,4,20803.0,1446,19357.0,0.736,2073,43,0.654,0.07,0.00030803,0.99969,Existing Customer,Existing Customer
2504,34,M,4,Unknown,Married,$40K - $60K,Blue,26,3,2,4,5540.0,1240,4300.0,0.843,1524,31,0.824,0.224,0.00037644,0.99962,Existing Customer,Existing Customer
2505,55,M,3,Graduate,Married,$80K - $120K,Blue,36,4,3,4,2801.0,2403,398.0,0.884,1526,44,1.0,0.858,0.00053543,0.99946,Existing Customer,Existing Customer
2506,50,M,2,Uneducated,Single,Less than $40K,Blue,40,4,3,5,2419.0,2380,39.0,0.695,4099,73,0.659,0.984,0.00091777,0.99908,Existing Customer,Existing Customer
2507,33,M,3,High School,Single,$40K - $60K,Blue,24,6,3,3,5156.0,1427,3729.0,0.48,2057,54,0.421,0.277,0.00030516,0.99969,Existing Customer,Existing Customer
2508,48,F,1,High School,Married,Unknown,Blue,36,6,4,4,14228.0,1953,12275.0,0.651,1970,51,0.645,0.137,0.00056901,0.99943,Existing Customer,Existing Customer
2509,63,M,0,High School,Married,$80K - $120K,Blue,51,3,3,4,10257.0,1021,9236.0,0.467,1508,30,0.429,0.1,0.00043049,0.99957,Existing Customer,Existing Customer
2510,54,M,3,High School,Married,$40K - $60K,Blue,44,2,1,5,3032.0,0,3032.0,0.949,1037,14,2.5,0.0,0.99639,0.00361108,Existing Customer,Attrited Customer
2511,41,M,4,Graduate,Unknown,$60K - $80K,Blue,36,2,3,5,1438.3,312,1126.3,0.657,1786,26,0.733,0.217,0.99893,0.00106612,Existing Customer,Attrited Customer
2512,51,M,3,Doctorate,Married,$80K - $120K,Blue,45,5,2,4,32096.0,0,32096.0,0.766,2619,69,0.917,0.0,0.0004903,0.99951,Existing Customer,Existing Customer
2513,54,F,2,Graduate,Married,Unknown,Blue,46,5,3,2,3014.0,794,2220.0,0.5,1488,30,0.579,0.263,0.00017987,0.99982,Existing Customer,Existing Customer
2514,47,M,4,Unknown,Single,$40K - $60K,Blue,36,3,3,3,5762.0,1890,3872.0,0.938,3814,88,0.66,0.328,0.00034872,0.99965,Existing Customer,Existing Customer
2515,52,F,3,Post-Graduate,Single,Less than $40K,Blue,45,5,1,3,2555.0,1701,854.0,1.492,3127,45,1.25,0.666,0.00011311,0.99989,Existing Customer,Existing Customer
2516,34,M,5,Post-Graduate,Single,$80K - $120K,Silver,28,3,3,2,34516.0,1731,32785.0,0.605,2421,63,0.575,0.05,0.00019743,0.9998,Existing Customer,Existing Customer
2517,64,M,0,High School,Married,Less than $40K,Blue,54,4,3,2,2140.0,1361,779.0,0.46,1280,34,1.0,0.636,0.00015005,0.99985,Existing Customer,Existing Customer
2518,62,F,1,Uneducated,Married,$40K - $60K,Blue,43,3,1,1,4760.0,0,4760.0,0.564,1459,20,0.538,0.0,3.2055e-05,0.99997,Existing Customer,Existing Customer
2519,38,M,1,Graduate,Single,$80K - $120K,Blue,27,6,2,5,26372.0,1365,25007.0,1.394,2291,56,1.0,0.052,0.00053033,0.99947,Existing Customer,Existing Customer
2520,52,F,2,Graduate,Married,Less than $40K,Blue,43,5,2,2,8203.0,654,7549.0,0.588,2910,63,0.909,0.08,0.00011382,0.99989,Existing Customer,Existing Customer
2521,35,F,2,Doctorate,Married,$40K - $60K,Blue,24,5,2,3,2655.0,1527,1128.0,0.715,1921,26,0.444,0.575,0.00027701,0.99972,Existing Customer,Existing Customer
2522,35,M,2,Graduate,Single,$120K +,Blue,27,6,2,2,13655.0,1048,12607.0,0.509,2383,59,0.595,0.077,0.00011382,0.99989,Existing Customer,Existing Customer
2523,54,M,1,College,Married,$80K - $120K,Blue,48,6,1,5,12169.0,1935,10234.0,0.435,1599,38,0.652,0.159,0.00024955,0.99975,Existing Customer,Existing Customer
2524,35,F,3,Unknown,Single,Less than $40K,Blue,17,6,1,1,2956.0,1823,1133.0,0.969,2144,58,0.812,0.617,3.7884e-05,0.99996,Existing Customer,Existing Customer
2525,35,M,0,Doctorate,Single,$60K - $80K,Blue,18,6,2,3,2598.0,1645,953.0,0.765,2483,59,0.903,0.633,0.00023771,0.99976,Existing Customer,Existing Customer
2526,36,F,3,Graduate,Single,Unknown,Blue,36,5,2,2,10566.0,726,9840.0,0.893,2156,64,1.207,0.069,0.00011811,0.99988,Existing Customer,Existing Customer
2527,33,F,3,Graduate,Single,$40K - $60K,Blue,36,6,1,2,8232.0,2259,5973.0,1.158,2849,67,1.31,0.274,5.7151e-05,0.99994,Existing Customer,Existing Customer
2528,53,M,1,Graduate,Unknown,$60K - $80K,Silver,44,5,2,1,26365.0,680,25685.0,0.498,3411,68,0.789,0.026,5.8215e-05,0.99994,Existing Customer,Existing Customer
2529,37,F,1,Uneducated,Married,Less than $40K,Blue,29,5,3,0,4671.0,1933,2738.0,0.986,2468,58,0.706,0.414,6.4038e-05,0.99994,Existing Customer,Existing Customer
2530,35,M,3,Graduate,Married,$120K +,Blue,28,4,3,2,14869.0,0,14869.0,1.624,2753,48,1.087,0.0,0.00018665,0.99981,Existing Customer,Existing Customer
2531,59,M,1,Graduate,Married,$40K - $60K,Blue,36,6,2,2,2300.0,1965,335.0,0.596,1693,27,0.688,0.854,0.00010684,0.99989,Existing Customer,Existing Customer
2532,47,M,1,Unknown,Unknown,$80K - $120K,Blue,28,6,1,4,2797.0,1802,995.0,0.675,3525,63,0.75,0.644,0.00016305,0.99984,Existing Customer,Existing Customer
2533,48,F,3,High School,Single,$40K - $60K,Blue,30,5,2,1,2657.0,2115,542.0,0.688,3580,77,0.711,0.796,6.9242e-05,0.99993,Existing Customer,Existing Customer
2534,58,M,2,Uneducated,Married,$80K - $120K,Blue,46,6,1,3,9149.0,1806,7343.0,0.35,1220,36,0.333,0.197,9.5249e-05,0.9999,Existing Customer,Existing Customer
2535,55,F,2,Unknown,Married,Less than $40K,Blue,36,5,2,3,2629.0,1476,1153.0,0.537,1725,41,0.414,0.561,0.00021042,0.99979,Existing Customer,Existing Customer
