"CLIENTNUM,""Attrition_Flag"",""Customer_Age"",""Gender"",""Dependent_count"",""Education_Level"",""Marital_Status"",""Income_Category"",""Card_Category"",""Months_on_book"",""Total_Relationship_Count"",""Months_Inactive_12_mon"",""Contacts_Count_12_mon"",""Credit_Limit"",""Total_Revolving_Bal"",""Avg_Open_To_Buy"",""Total_Amt_Chng_Q4_Q1"",""Total_Trans_Amt"",""Total_Trans_Ct"",""Total_Ct_Chng_Q4_Q1"",""Avg_Utilization_Ratio"",""Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1"",""Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2"""
"780598383,""Existing Customer"",35,""M"",3,""Doctorate"",""Single"",""$40K - $60K"",""Blue"",23,4,3,2,2148,1545,603,0.682,2167,65,0.512,0.719,0.00027008,0.99973"
"715345833,""Existing Customer"",36,""F"",1,""High School"",""Single"",""Less than $40K"",""Blue"",36,6,3,1,6116,2517,3599,0.691,2369,56,0.75,0.412,9.8983e-05,0.9999"
"710831133,""Existing Customer"",42,""M"",3,""Unknown"",""Married"",""$80K - $120K"",""Blue"",36,5,2,2,18085,1487,16598,0.792,1582,47,1.043,0.082,0.00012982,0.99987"
"766706358,""Existing Customer"",39,""F"",2,""Unknown"",""Married"",""Less than $40K"",""Blue"",32,6,3,0,2524,1395,1129,1.048,1800,33,0.5,0.553,7.2936e-05,0.99993"
"816533733,""Existing Customer"",50,""M"",1,""Unknown"",""Married"",""$80K - $120K"",""Blue"",45,5,2,2,33951,0,33951,0.822,1567,44,0.467,0,0.00011743,0.99988"
"712373208,""Attrited Customer"",43,""M"",3,""Doctorate"",""Single"",""$60K - $80K"",""Blue"",35,3,3,2,3312,0,3312,0.698,647,19,0.462,0,0.99631,0.00368792"
"721433283,""Existing Customer"",39,""F"",1,""High School"",""Single"",""$40K - $60K"",""Blue"",20,3,2,2,9956,1117,8839,0.515,1447,39,0.696,0.112,0.00010386,0.9999"
"720680058,""Existing Customer"",47,""M"",2,""Post-Graduate"",""Married"",""Less than $40K"",""Blue"",36,6,1,3,3888,1663,2225,0.664,1145,37,0.423,0.428,0.000109,0.99989"
"716909283,""Existing Customer"",60,""M"",1,""Post-Graduate"",""Single"",""$80K - $120K"",""Blue"",48,3,1,3,30655,0,30655,0.475,3280,78,0.625,0,0.00010231,0.9999"
"754654383,""Existing Customer"",30,""M"",2,""High School"",""Married"",""Less than $40K"",""Blue"",23,4,2,0,2997,1393,1604,1.12,1577,35,0.522,0.465,4.0816e-05,0.99996"
"719226333,""Existing Customer"",44,""M"",4,""Unknown"",""Single"",""$60K - $80K"",""Blue"",24,5,3,2,11042,2211,8831,0.897,1140,25,0.786,0.2,0.00020735,0.99979"
"779759058,""Existing Customer"",52,""M"",0,""Graduate"",""Single"",""$120K +"",""Blue"",41,6,3,2,3386,1794,1592,0.671,1736,40,1.105,0.53,0.00015435,0.99985"
"718206783,""Existing Customer"",45,""F"",4,""Unknown"",""Single"",""Less than $40K"",""Gold"",36,6,1,3,15987,1648,14339,0.732,1436,36,1.25,0.103,0.00012303,0.99988"
"715783758,""Existing Customer"",40,""M"",4,""Graduate"",""Divorced"",""$120K +"",""Blue"",30,5,3,3,25188,1295,23893,0.557,1513,38,0.583,0.051,0.00031726,0.99968"
"771190083,""Existing Customer"",36,""F"",3,""Post-Graduate"",""Single"",""Less than $40K"",""Blue"",23,6,2,1,2410,1705,705,0.798,2505,69,0.568,0.707,8.381e-05,0.99992"
"713135883,""Existing Customer"",65,""F"",0,""High School"",""Married"",""Unknown"",""Blue"",53,4,3,0,4315,717,3598,0.808,1723,51,0.5,0.166,5.5353e-05,0.99994"
"778799583,""Existing Customer"",35,""F"",0,""Unknown"",""Married"",""Less than $40K"",""Blue"",24,6,1,1,2592,2227,365,0.633,1695,48,0.548,0.859,3.1329e-05,0.99997"
"808796208,""Existing Customer"",54,""F"",2,""Unknown"",""Divorced"",""$40K - $60K"",""Blue"",49,5,3,2,5476,2517,2959,0.967,1532,44,0.692,0.46,0.00019771,0.9998"
"708313608,""Existing Customer"",53,""M"",3,""Unknown"",""Married"",""$80K - $120K"",""Blue"",43,5,3,0,2464,2116,348,0.744,2110,43,1.048,0.859,7.5683e-05,0.99992"
"779330208,""Existing Customer"",62,""F"",1,""College"",""Married"",""Less than $40K"",""Blue"",44,3,2,3,2378,1610,768,0.448,1807,45,0.607,0.677,0.0001747,0.99983"
"794498733,""Existing Customer"",40,""M"",2,""Unknown"",""Single"",""$120K +"",""Blue"",21,6,4,3,20056,1602,18454,0.466,1687,46,0.533,0.08,0.00040183,0.9996"
"807964908,""Existing Customer"",41,""M"",4,""High School"",""Married"",""$60K - $80K"",""Blue"",36,4,2,2,8013,2025,5988,0.789,1481,45,0.452,0.253,0.00011604,0.99988"
"823845783,""Existing Customer"",53,""M"",2,""Unknown"",""Married"",""$120K +"",""Blue"",49,6,2,3,3386,1984,1402,0.573,1318,37,0.194,0.586,0.00021042,0.99979"
"711748983,""Existing Customer"",30,""M"",1,""High School"",""Married"",""$60K - $80K"",""Blue"",17,3,3,2,7906,1631,6275,0.889,1946,45,0.552,0.206,0.00016413,0.99984"
"718064283,""Existing Customer"",46,""M"",3,""Uneducated"",""Divorced"",""$60K - $80K"",""Blue"",34,4,3,0,11501,713,10788,0.84,1481,41,0.519,0.062,7.0795e-05,0.99993"
"710492733,""Existing Customer"",29,""M"",0,""Post-Graduate"",""Single"",""$40K - $60K"",""Blue"",19,4,1,2,13632,1482,12150,0.893,2168,42,2.5,0.109,5.5613e-05,0.99994"
"779016408,""Existing Customer"",37,""F"",3,""Uneducated"",""Married"",""Less than $40K"",""Blue"",27,6,1,3,2229,1791,438,1.139,1583,32,0.6,0.803,9.8837e-05,0.9999"
"717787533,""Existing Customer"",51,""F"",1,""High School"",""Married"",""Less than $40K"",""Blue"",40,4,1,1,5158,2190,2968,0.426,1229,34,0.478,0.425,3.0307e-05,0.99997"
"714851058,""Existing Customer"",31,""M"",0,""Graduate"",""Married"",""$40K - $60K"",""Blue"",21,3,3,0,2158,1729,429,1.1,1718,42,0.448,0.801,5.694e-05,0.99994"
"823535133,""Existing Customer"",45,""M"",2,""Uneducated"",""Unknown"",""$80K - $120K"",""Blue"",41,6,2,2,23271,1262,22009,0.718,1402,34,0.889,0.054,0.00011703,0.99988"
"708455883,""Attrited Customer"",57,""M"",1,""Graduate"",""Single"",""$80K - $120K"",""Blue"",36,2,3,2,10244,861,9383,0.78,1127,29,0.381,0.084,0.99411,0.00589"
"780095808,""Existing Customer"",43,""M"",3,""Unknown"",""Divorced"",""$60K - $80K"",""Blue"",30,3,2,1,2588,1669,919,0.788,1053,31,0.55,0.645,7.8291e-05,0.99992"
"709207458,""Existing Customer"",44,""M"",3,""Graduate"",""Married"",""$40K - $60K"",""Blue"",27,4,2,3,10747,1603,9144,0.471,1340,25,0.923,0.149,0.00019864,0.9998"
"763895958,""Attrited Customer"",53,""M"",2,""High School"",""Married"",""$120K +"",""Blue"",46,4,3,1,7474,0,7474,0.858,732,21,0.615,0,0.99061,0.00939"
"715942683,""Existing Customer"",32,""F"",3,""Graduate"",""Single"",""Less than $40K"",""Blue"",36,3,1,3,3555,0,3555,0.813,2346,71,0.651,0,9.6126e-05,0.9999"
"721301733,""Existing Customer"",53,""M"",1,""Graduate"",""Married"",""$80K - $120K"",""Blue"",38,6,3,2,22140,733,21407,0.987,1580,45,0.667,0.033,0.00016883,0.99983"
"711927108,""Attrited Customer"",54,""M"",3,""High School"",""Married"",""$80K - $120K"",""Blue"",36,2,3,4,9457,350,9107,1.024,1196,28,0.333,0.037,0.99808,0.00191647"
"718083483,""Existing Customer"",42,""M"",3,""Uneducated"",""Unknown"",""Less than $40K"",""Blue"",35,4,5,0,6218,2134,4084,1.25,2086,50,0.786,0.343,7.9073e-05,0.99992"
"717548358,""Existing Customer"",38,""F"",1,""College"",""Married"",""Less than $40K"",""Blue"",25,3,3,1,2580,2265,315,0.824,1665,57,0.629,0.878,9.8992e-05,0.9999"
"816829608,""Existing Customer"",44,""M"",2,""Unknown"",""Married"",""$80K - $120K"",""Blue"",39,6,2,2,1438.3,0,1438.3,0.871,1495,39,0.393,0,0.00012511,0.99987"
"713936583,""Existing Customer"",54,""M"",2,""Graduate"",""Married"",""$60K - $80K"",""Blue"",43,6,3,1,6224,1892,4332,0.983,2187,58,0.657,0.304,0.00010848,0.99989"
"709682658,""Existing Customer"",37,""F"",4,""High School"",""Single"",""$40K - $60K"",""Blue"",36,5,3,1,3093,2517,576,0.855,1371,23,0.917,0.814,0.0001106,0.99989"
"793889508,""Existing Customer"",48,""F"",2,""Graduate"",""Married"",""$40K - $60K"",""Blue"",42,4,3,3,4076,0,4076,0.808,1235,37,0.682,0,0.00030251,0.9997"
"714648933,""Existing Customer"",55,""F"",3,""Graduate"",""Married"",""Unknown"",""Blue"",36,3,2,0,4861,1123,3738,0.938,1556,40,0.538,0.231,4.3568e-05,0.99996"
"711556533,""Existing Customer"",43,""F"",1,""Graduate"",""Unknown"",""Unknown"",""Blue"",36,6,3,3,9851,0,9851,1.034,1212,24,0.6,0,0.00028395,0.99972"
"717420333,""Existing Customer"",37,""M"",1,""High School"",""Single"",""$60K - $80K"",""Blue"",26,4,3,2,7349,2517,4832,0.877,2701,60,0.714,0.342,0.00016413,0.99984"
"768921933,""Existing Customer"",34,""M"",2,""High School"",""Married"",""$60K - $80K"",""Blue"",28,3,3,3,2853,2420,433,0.858,1750,47,0.808,0.848,0.00029408,0.99971"
"714311583,""Existing Customer"",46,""F"",4,""Graduate"",""Single"",""Unknown"",""Blue"",36,4,3,2,17023,1084,15939,0.928,1610,43,0.387,0.064,0.00018864,0.99981"
"717707133,""Existing Customer"",32,""M"",1,""Unknown"",""Single"",""$40K - $60K"",""Blue"",24,6,2,3,10060,2322,7738,0.894,2184,63,1.032,0.231,0.00019751,0.9998"
"716043258,""Existing Customer"",53,""M"",3,""Unknown"",""Married"",""$40K - $60K"",""Blue"",41,6,1,2,1595,870,725,0.694,1745,41,0.577,0.545,6.282e-05,0.99994"
"716343408,""Existing Customer"",46,""M"",3,""Graduate"",""Divorced"",""$80K - $120K"",""Blue"",38,3,2,1,8475,1385,7090,0.611,1381,40,0.481,0.163,7.1226e-05,0.99993"
"718909158,""Existing Customer"",38,""M"",1,""College"",""Married"",""Less than $40K"",""Blue"",25,6,3,3,5559,658,4901,0.627,1793,37,0.947,0.118,0.00027607,0.99972"
"719471433,""Existing Customer"",31,""F"",0,""Graduate"",""Married"",""Less than $40K"",""Blue"",22,3,3,2,2917,2127,790,1.074,1831,36,1,0.729,0.00015435,0.99985"
"712763808,""Existing Customer"",38,""M"",2,""Unknown"",""Single"",""$60K - $80K"",""Blue"",36,3,3,3,6692,2037,4655,0.401,1468,36,0.241,0.304,0.00033251,0.99967"
"711147483,""Attrited Customer"",46,""F"",3,""Graduate"",""Single"",""Less than $40K"",""Blue"",28,2,2,3,8551,1067,7484,0.931,1097,32,0.778,0.125,0.99499,0.00501"
"719788833,""Existing Customer"",47,""M"",3,""High School"",""Married"",""$60K - $80K"",""Blue"",36,6,2,3,10569,0,10569,0.838,1682,44,1,0,0.00019311,0.99981"
"715168983,""Existing Customer"",47,""F"",3,""Graduate"",""Married"",""Less than $40K"",""Blue"",36,5,2,2,7051,0,7051,0.527,1451,37,0.194,0,0.00011811,0.99988"
"714306258,""Existing Customer"",56,""M"",1,""College"",""Married"",""$60K - $80K"",""Blue"",46,3,2,1,10117,2242,7875,0.662,1509,44,0.467,0.222,6.2639e-05,0.99994"
"713828208,""Existing Customer"",47,""M"",2,""Uneducated"",""Unknown"",""$60K - $80K"",""Blue"",36,6,2,1,8311,0,8311,0.584,1895,57,0.425,0,7.0576e-05,0.99993"
"710574558,""Existing Customer"",47,""M"",4,""Graduate"",""Single"",""$80K - $120K"",""Blue"",41,5,3,2,26442,1642,24800,0.651,1403,40,0.429,0.062,0.00018864,0.99981"
"710947683,""Existing Customer"",64,""F"",0,""Graduate"",""Married"",""Less than $40K"",""Blue"",51,6,3,1,4920,1142,3778,0.507,1420,31,0.348,0.232,9.3087e-05,0.99991"
"711113958,""Existing Customer"",37,""F"",3,""Unknown"",""Married"",""Less than $40K"",""Blue"",25,6,2,1,1438.3,674,764.3,2.18,1717,31,0.722,0.469,7.8291e-05,0.99992"
"718923858,""Existing Customer"",42,""M"",1,""College"",""Married"",""$60K - $80K"",""Silver"",29,5,2,2,26750,1204,25546,0.428,1131,29,0.318,0.045,9.3852e-05,0.99991"
"752666508,""Existing Customer"",41,""M"",4,""College"",""Married"",""$80K - $120K"",""Silver"",34,4,3,3,34516,1347,33169,0.801,1005,22,1,0.039,0.00027871,0.99972"
"712672083,""Existing Customer"",65,""F"",0,""High School"",""Married"",""Less than $40K"",""Blue"",36,3,3,2,1438.3,747,691.3,0.491,948,24,0.714,0.519,0.00015005,0.99985"
"719863758,""Existing Customer"",49,""F"",3,""Post-Graduate"",""Married"",""$40K - $60K"",""Blue"",41,6,2,2,1869,758,1111,0.91,1549,34,0.478,0.406,0.00013897,0.99986"
"720990183,""Attrited Customer"",54,""M"",5,""High School"",""Married"",""$60K - $80K"",""Blue"",36,5,2,3,14539,0,14539,0.907,965,26,0.529,0,0.99482,0.00518"
"720718908,""Existing Customer"",46,""M"",3,""Uneducated"",""Single"",""$120K +"",""Blue"",36,5,1,3,26977,1961,25016,0.641,1958,41,1.05,0.073,9.8837e-05,0.9999"
"721250358,""Existing Customer"",50,""M"",2,""Unknown"",""Married"",""$40K - $60K"",""Blue"",36,3,1,3,5426,1478,3948,0.664,1266,22,0.571,0.272,0.00010183,0.9999"
"779773533,""Existing Customer"",50,""F"",3,""Unknown"",""Married"",""Less than $40K"",""Blue"",34,6,1,3,7623,2517,5106,1.007,1367,29,1.071,0.33,0.00010566,0.99989"
"708249708,""Existing Customer"",48,""F"",1,""Doctorate"",""Married"",""Less than $40K"",""Blue"",39,3,3,3,4844,1576,3268,0.809,1489,48,0.6,0.325,0.00041087,0.99959"
"713967783,""Existing Customer"",62,""F"",0,""Unknown"",""Married"",""Unknown"",""Blue"",52,6,1,1,2683,1707,976,1.254,1582,33,0.941,0.636,3.1329e-05,0.99997"
"779506158,""Existing Customer"",39,""F"",1,""College"",""Married"",""Less than $40K"",""Blue"",22,3,1,2,3214,2257,957,1.279,2516,42,0.75,0.702,5.0261e-05,0.99995"
"759823158,""Existing Customer"",46,""M"",1,""Unknown"",""Married"",""$60K - $80K"",""Blue"",39,4,3,3,5374,2324,3050,0.423,1557,49,0.4,0.432,0.00031211,0.99969"
"716608608,""Attrited Customer"",41,""M"",2,""Uneducated"",""Married"",""$80K - $120K"",""Blue"",33,5,3,3,8004,1452,6552,0.929,1084,32,0.524,0.181,0.9968,0.00320374"
"789528183,""Existing Customer"",39,""F"",2,""Graduate"",""Married"",""Unknown"",""Blue"",31,4,2,3,1438.3,997,441.3,1.867,2583,47,0.958,0.693,0.00019143,0.99981"
"708895158,""Existing Customer"",46,""M"",2,""Unknown"",""Married"",""$80K - $120K"",""Blue"",34,3,3,3,2925,2365,560,0.691,1371,30,0.579,0.809,0.00033251,0.99967"
"824805858,""Existing Customer"",39,""F"",2,""Uneducated"",""Single"",""Less than $40K"",""Blue"",35,5,3,3,9235,1479,7756,0.843,1537,49,0.581,0.16,0.00031104,0.99969"
"720840108,""Existing Customer"",44,""M"",0,""Uneducated"",""Married"",""Less than $40K"",""Blue"",24,5,3,0,8837,2103,6734,0.559,3753,60,0.875,0.238,5.8546e-05,0.99994"
"787595658,""Existing Customer"",57,""F"",3,""Unknown"",""Single"",""Less than $40K"",""Blue"",29,6,1,1,8801,1421,7380,0.568,1104,31,0.292,0.161,3.7884e-05,0.99996"
"720244983,""Existing Customer"",40,""M"",3,""Unknown"",""Single"",""$40K - $60K"",""Blue"",28,4,1,1,3563,1707,1856,0.506,1482,42,0.312,0.479,3.7884e-05,0.99996"
"713220258,""Existing Customer"",65,""F"",0,""High School"",""Married"",""Unknown"",""Blue"",36,4,3,2,8138,2104,6034,0.837,1299,29,0.812,0.259,0.00015005,0.99985"
"813469458,""Existing Customer"",26,""F"",1,""Graduate"",""Single"",""$40K - $60K"",""Blue"",20,6,3,3,1438.3,673,765.3,0.595,2167,48,0.412,0.468,0.00028395,0.99972"
"788939358,""Existing Customer"",47,""M"",2,""High School"",""Unknown"",""$60K - $80K"",""Blue"",33,4,2,2,2458,1399,1059,0.739,1563,40,1.222,0.569,0.00011065,0.99989"
"718870158,""Existing Customer"",47,""M"",4,""High School"",""Married"",""$60K - $80K"",""Blue"",34,5,2,3,4592,1635,2957,0.952,1772,52,0.486,0.356,0.00019517,0.9998"
"788673708,""Attrited Customer"",57,""F"",2,""High School"",""Married"",""$40K - $60K"",""Blue"",45,2,1,3,1438.3,0,1438.3,1.036,1254,35,0.842,0,0.98902,0.01098"
"711809283,""Existing Customer"",31,""M"",1,""Unknown"",""Married"",""Less than $40K"",""Blue"",36,3,3,3,1868,1515,353,1.359,2229,35,0.667,0.811,0.00031211,0.99969"
"816513108,""Existing Customer"",54,""M"",4,""Graduate"",""Married"",""$60K - $80K"",""Blue"",49,3,1,2,5269,1099,4170,1.178,2195,63,0.969,0.209,5.7762e-05,0.99994"
"718594608,""Existing Customer"",43,""F"",2,""Post-Graduate"",""Married"",""Unknown"",""Blue"",36,3,3,3,20156,1759,18397,0.476,1362,28,0.556,0.087,0.00035594,0.99964"
"823606983,""Existing Customer"",39,""M"",2,""College"",""Married"",""$60K - $80K"",""Blue"",35,4,3,2,7410,2517,4893,1.924,2398,37,1.176,0.34,0.00017488,0.99983"
"717028158,""Existing Customer"",53,""M"",3,""Graduate"",""Married"",""$120K +"",""Blue"",44,3,2,3,12163,2082,10081,1.554,2649,56,0.697,0.171,0.00019864,0.9998"
"788485908,""Existing Customer"",44,""M"",3,""Unknown"",""Married"",""$60K - $80K"",""Blue"",37,3,2,3,6224,0,6224,0.738,1463,34,0.889,0,0.00021834,0.99978"
"714472608,""Existing Customer"",59,""M"",0,""College"",""Married"",""Less than $40K"",""Blue"",49,3,3,3,4250,1095,3155,0.947,1174,27,0.8,0.258,0.00025239,0.99975"
"710793783,""Existing Customer"",53,""F"",3,""Graduate"",""Married"",""Unknown"",""Blue"",40,6,3,1,12059,1978,10081,0.877,1836,36,0.895,0.164,0.00011256,0.99989"
"794340033,""Existing Customer"",34,""F"",3,""Uneducated"",""Married"",""$40K - $60K"",""Blue"",28,5,1,3,2799,1762,1037,0.986,1817,39,0.56,0.63,9.8837e-05,0.9999"
"716462658,""Existing Customer"",47,""M"",4,""Doctorate"",""Single"",""$80K - $120K"",""Blue"",36,3,1,1,18037,0,18037,0.74,1387,36,0.333,0,5.0408e-05,0.99995"
"718050033,""Existing Customer"",54,""M"",2,""College"",""Married"",""$120K +"",""Blue"",43,3,2,3,5657,1719,3938,0.606,2028,55,0.667,0.304,0.00018612,0.99981"
"714023808,""Existing Customer"",42,""F"",2,""Graduate"",""Married"",""Unknown"",""Blue"",33,6,1,1,13770,2517,11253,0.788,1582,36,0.385,0.183,3.3214e-05,0.99997"
"716341833,""Existing Customer"",53,""F"",3,""College"",""Married"",""Less than $40K"",""Blue"",44,6,2,3,4646,1730,2916,0.683,1774,37,0.85,0.372,0.00019313,0.99981"
"719648358,""Existing Customer"",50,""M"",2,""Graduate"",""Single"",""$80K - $120K"",""Blue"",35,3,3,1,2514,1521,993,0.638,1636,36,0.385,0.605,0.00010848,0.99989"
"816600933,""Attrited Customer"",56,""M"",0,""College"",""Married"",""$80K - $120K"",""Blue"",51,3,2,3,14501,0,14501,0.854,1031,25,0.389,0,0.99378,0.00622"
"714208533,""Attrited Customer"",43,""M"",3,""High School"",""Married"",""$60K - $80K"",""Blue"",36,1,3,3,8663,288,8375,0.639,916,33,0.32,0.033,0.99673,0.00326528"
"713095533,""Existing Customer"",44,""F"",4,""High School"",""Divorced"",""Less than $40K"",""Blue"",36,5,3,3,2333,1485,848,0.692,1198,31,0.722,0.637,0.00030842,0.99969"
"809967783,""Existing Customer"",34,""F"",4,""Graduate"",""Divorced"",""$40K - $60K"",""Blue"",26,5,5,3,3038,1539,1499,0.707,2189,54,0.688,0.507,0.00035434,0.99965"
"715848408,""Existing Customer"",61,""M"",1,""Graduate"",""Unknown"",""$80K - $120K"",""Blue"",52,6,6,1,8851,0,8851,0.731,1257,36,0.44,0,8.0376e-05,0.99992"
"714414483,""Existing Customer"",54,""F"",0,""Unknown"",""Married"",""Less than $40K"",""Blue"",44,6,3,1,2945,2206,739,0.983,1503,35,0.842,0.749,0.00010232,0.9999"
"708655983,""Existing Customer"",49,""F"",3,""High School"",""Divorced"",""Unknown"",""Blue"",40,3,3,2,5267,0,5267,0.442,1353,24,0.263,0,0.00018145,0.99982"
"720426708,""Attrited Customer"",56,""M"",3,""High School"",""Single"",""$60K - $80K"",""Blue"",45,2,1,3,8512,0,8512,1.038,811,27,1.25,0,0.98941,0.01059"
"713743158,""Existing Customer"",47,""M"",1,""Graduate"",""Married"",""$60K - $80K"",""Blue"",36,4,3,2,19063,1714,17349,0.786,1270,21,0.615,0.09,0.00016883,0.99983"
"721279083,""Existing Customer"",53,""M"",4,""Graduate"",""Single"",""$80K - $120K"",""Blue"",33,5,3,3,5376,1177,4199,0.939,1840,53,0.606,0.219,0.00031726,0.99968"
"779149683,""Existing Customer"",30,""F"",0,""Graduate"",""Divorced"",""Unknown"",""Blue"",13,5,1,2,7772,1890,5882,0.754,2585,75,0.829,0.243,4.7263e-05,0.99995"
"714970458,""Existing Customer"",39,""F"",2,""High School"",""Married"",""$40K - $60K"",""Blue"",29,6,1,1,9173,2047,7126,1.419,1807,33,0.737,0.223,3.2288e-05,0.99997"
"719070108,""Existing Customer"",44,""M"",2,""Graduate"",""Married"",""$80K - $120K"",""Silver"",35,4,1,3,34516,1726,32790,0.867,1729,52,0.677,0.05,8.3703e-05,0.99992"
"715490733,""Existing Customer"",54,""F"",3,""Uneducated"",""Single"",""Unknown"",""Blue"",36,5,1,2,11975,1542,10433,0.77,1211,35,0.4,0.129,5.8763e-05,0.99994"
"714989583,""Existing Customer"",46,""M"",2,""Graduate"",""Married"",""$60K - $80K"",""Blue"",36,3,2,3,15405,1691,13714,0.814,1763,44,0.189,0.11,0.00019143,0.99981"
"820355433,""Existing Customer"",43,""M"",3,""Unknown"",""Single"",""$40K - $60K"",""Blue"",38,6,1,1,2615,0,2615,0.589,1395,34,0.259,0,3.7884e-05,0.99996"
"715901508,""Existing Customer"",35,""M"",1,""High School"",""Married"",""$80K - $120K"",""Blue"",25,6,1,2,23991,2307,21684,0.912,1843,43,0.72,0.096,5.0256e-05,0.99995"
"710370483,""Existing Customer"",39,""F"",4,""College"",""Married"",""Less than $40K"",""Blue"",31,4,3,3,1888,1292,596,0.772,1517,33,1.357,0.684,0.00030845,0.99969"
"778573233,""Existing Customer"",61,""F"",1,""Graduate"",""Married"",""Less than $40K"",""Blue"",54,3,2,2,3102,2091,1011,0.704,1977,50,1,0.674,0.00010684,0.99989"
"708833133,""Existing Customer"",40,""F"",3,""Graduate"",""Divorced"",""Less than $40K"",""Blue"",29,5,2,2,3170,2517,653,1.301,2027,49,0.815,0.794,0.00011811,0.99988"
"719885883,""Existing Customer"",53,""M"",3,""College"",""Single"",""$120K +"",""Blue"",36,6,2,0,34516,1901,32615,0.914,1497,43,1.15,0.055,4.2358e-05,0.99996"
"712523283,""Existing Customer"",55,""M"",2,""Unknown"",""Married"",""$120K +"",""Blue"",41,4,3,2,14938,0,14938,0.49,1134,31,0.632,0,0.00019771,0.9998"
"711309033,""Existing Customer"",41,""M"",2,""Unknown"",""Single"",""$60K - $80K"",""Blue"",24,6,2,2,17298,2310,14988,0.844,3663,65,0.806,0.134,0.00012511,0.99987"
"708134283,""Existing Customer"",35,""M"",2,""Uneducated"",""Married"",""Less than $40K"",""Blue"",36,4,3,3,3131,629,2502,0.749,1483,31,0.632,0.201,0.00031104,0.99969"
"720147633,""Existing Customer"",61,""M"",1,""Unknown"",""Single"",""$40K - $60K"",""Blue"",47,3,2,2,11915,1631,10284,0.748,1956,63,0.537,0.137,0.00011743,0.99988"
"708983658,""Attrited Customer"",51,""M"",2,""Uneducated"",""Single"",""$120K +"",""Blue"",39,3,3,1,16868,0,16868,0.938,940,25,0.471,0,0.99111,0.00889"
"766285608,""Existing Customer"",42,""M"",3,""High School"",""Single"",""$40K - $60K"",""Blue"",35,4,3,3,3266,1900,1366,1.568,2183,56,0.75,0.582,0.00030516,0.99969"
"779715108,""Existing Customer"",46,""M"",2,""Unknown"",""Divorced"",""$80K - $120K"",""Blue"",30,3,3,3,2770,1286,1484,1.068,2920,74,0.721,0.464,0.00033251,0.99967"
"798035358,""Existing Customer"",46,""F"",4,""High School"",""Single"",""Less than $40K"",""Blue"",40,3,2,2,3556,2172,1384,0.402,1221,41,0.708,0.611,0.00011604,0.99988"
"719391783,""Existing Customer"",46,""M"",4,""Uneducated"",""Married"",""$40K - $60K"",""Blue"",35,3,2,2,9149,1566,7583,0.971,1790,60,0.765,0.171,0.00012274,0.99988"
"809342208,""Existing Customer"",26,""M"",0,""Graduate"",""Single"",""Unknown"",""Blue"",19,4,1,2,1438.3,0,1438.3,0.472,2005,47,0.469,0,4.7263e-05,0.99995"
"780713058,""Existing Customer"",46,""M"",3,""High School"",""Married"",""$60K - $80K"",""Blue"",35,4,3,3,14701,1635,13066,0.618,3490,69,0.533,0.111,0.00030516,0.99969"
"779338683,""Existing Customer"",62,""M"",1,""Graduate"",""Married"",""$60K - $80K"",""Blue"",44,5,2,2,14825,962,13863,0.76,1904,49,0.531,0.065,0.00010684,0.99989"
"783387783,""Existing Customer"",55,""M"",2,""Uneducated"",""Divorced"",""$60K - $80K"",""Blue"",49,4,5,3,10127,1873,8254,0.573,1647,53,0.472,0.185,0.0003474,0.99965"
"787800108,""Existing Customer"",55,""M"",2,""College"",""Married"",""$80K - $120K"",""Blue"",45,5,1,2,2929,2431,498,1.632,1903,39,0.625,0.83,5.3547e-05,0.99995"
"721397808,""Existing Customer"",32,""M"",0,""High School"",""Married"",""$40K - $60K"",""Blue"",24,5,2,0,3735,1176,2559,1.184,1564,41,0.708,0.315,3.5025e-05,0.99996"
"778698408,""Existing Customer"",37,""F"",4,""Uneducated"",""Married"",""Less than $40K"",""Blue"",18,5,1,2,2930,2024,906,0.903,1686,34,0.7,0.691,5.9391e-05,0.99994"
"709545333,""Existing Customer"",33,""F"",4,""High School"",""Single"",""Unknown"",""Blue"",29,6,2,3,12716,1496,11220,1.032,2412,64,0.6,0.118,0.00019517,0.9998"
"716032233,""Existing Customer"",42,""M"",2,""College"",""Married"",""$80K - $120K"",""Blue"",32,5,2,2,22120,1805,20315,0.65,3981,65,0.667,0.082,0.00011066,0.99989"
"717835908,""Existing Customer"",33,""M"",2,""Post-Graduate"",""Married"",""$80K - $120K"",""Blue"",22,3,3,3,1438.3,681,757.3,1.542,2730,48,0.778,0.473,0.00035594,0.99964"
"719466558,""Existing Customer"",60,""F"",0,""High School"",""Single"",""Unknown"",""Blue"",36,3,2,2,4546,0,4546,0.66,1361,34,0.308,0,9.4951e-05,0.99991"
"778663458,""Attrited Customer"",65,""M"",1,""High School"",""Married"",""Less than $40K"",""Blue"",47,3,2,1,1759,0,1759,1.058,821,18,0.5,0,0.98429,0.01571"
"716024808,""Attrited Customer"",57,""M"",1,""Graduate"",""Married"",""$80K - $120K"",""Blue"",36,3,3,3,4829,2418,2411,0.601,938,21,0.4,0.501,0.99649,0.00350838"
